Twitter handle/screen name	Number of followers	Number following	Location	Link	Description	Created_At	Statuses_Count	Favourites_Count	Default_Profile	Default_Profile_Image
SorosInSTL	459	1050	"St Louis, MO"	https://twitter.com/SorosInSTL	"#MAGA FMB speculating on politics, sports and entertainment in the st. louis area. also buying politicians all over ... totally satirical, chill out peeps!"	3/28/18 8:41	2196	2852	TRUE	FALSE
BoomerBillRules	2427	4381		https://twitter.com/BoomerBillRules	Follow Back. #Kag 🇺🇸 Parody	11/16/17 5:16	16754	17684	TRUE	FALSE
katt9454	13086	12989	MO	https://twitter.com/katt9454	Frm MO have been called a redneck in here even though I grew up in the city.#ReleaseTheMemo#Scandal #MAGA #PATRIOT#KAG#WWGOWGA#VoteRed#WalkAway	8/29/12 3:21	123153	102394	TRUE	FALSE
GodlessNZ	16624	8353	Living rent free in your head	https://twitter.com/GodlessNZ	"""What is right will eventually triumph."" - Ronald Reagan 🇺🇸🇮🇱🇸🇦 #MAGA | Female | Republican | Pro-Freedom | Hawk |  https://t.co/11KwbarCUe 🦅🍸"	5/4/14 0:59	246788	101500	TRUE	FALSE
dornmachine	6271	6867	the Lake of the Ozarks MO	https://twitter.com/dornmachine	"news junkie, #MAGA, Catholic, constitutionalist,  #trumplican followed by @RandyRRQuaid &  @realchefrush @joy_villa"	1/24/11 18:23	6334	16429	TRUE	FALSE
cassielee514	2361	1987	Washington DC	https://twitter.com/cassielee514	@NahigianComm | Former @GOP @FairImmigration @CRNC | TX - AR - DC. I love my dog and I love sandwiches.	6/15/09 3:03	10200	11310	FALSE	FALSE
larkinshull	2	7	"Missouri, USA"	https://twitter.com/larkinshull	University of Missouri Business Management. Psychology Minor. Risk Mgmt Certificate. True/False Film Festival Sponsorship Intern. Student Unions Ambassador.	11/6/17 16:37	10	1	FALSE	FALSE
JNR4thewin	1147	2715		https://twitter.com/JNR4thewin	"Political/Digital/Branding nerd & other multitudes. Former Creative Director @NRSC/@GOP. @republicanstudy,@mittromney  alum. Standard disclaimers apply."	8/2/12 15:48	4322	10728	FALSE	FALSE
gmea12345	3	61		https://twitter.com/gmea12345	St Louis Cardinals Fan	8/30/09 21:27	12	15	TRUE	FALSE
missouri_vote	57	721		https://twitter.com/missouri_vote		12/7/17 16:52	558	505	TRUE	FALSE
sallybodoll	1344	1693	"St Louis, MO"	https://twitter.com/sallybodoll	Housewife and Dog Lover - MAGA	7/6/16 21:03	10457	13984	FALSE	FALSE
paytonenglert	1135	472		https://twitter.com/paytonenglert	"Former @MissouriGOP | Mizzou alum | Kansas City, MO"	9/13/10 17:17	4232	12075	FALSE	FALSE
Do1776again	120	279		https://twitter.com/Do1776again	Government & Politics #Election2016 United States Cabinet News	3/8/11 12:56	4237	16471	TRUE	FALSE
garciaanthony62	745	1080	St. Louis MO	https://twitter.com/garciaanthony62		10/21/13 0:42	8633	10876	TRUE	FALSE
loripdot	122	222	"Bolivar, MO"	https://twitter.com/loripdot	Lover of all things literacy.  Reading Recovery Teacher at Westport Elementary.	7/12/10 22:20	402	1059	TRUE	FALSE
amanda384	1400	4794	"Fairfax, VA"	https://twitter.com/amanda384	"District Chairman for Hunter Mill, @FairfaxGOP, #TrumpTrain, #SupportIsrael #BackTheBlue"	11/29/08 1:01	11505	9489	FALSE	FALSE
ladybugrn69	2215	2724		https://twitter.com/ladybugrn69	"Patriotic, Conservative, Dem but now Repub, Proud Wife, Mother, Mama/Mimi, RN and most importantly a Jesus lover✝️❤️#MAGA Trump supporter from day one! #KAGA"	10/11/16 15:06	8899	24528	TRUE	FALSE
A_HappyStory	325	2127	United States	https://twitter.com/A_HappyStory	.	10/9/16 23:34	443	95	TRUE	FALSE
Str8DonLemon	18120	14170	"Kansas City, MO"	https://twitter.com/Str8DonLemon	#MAGA NOT DON LEMON - PARODY ACCOUNT 🇺🇸 🌈 Alternate Timeline where I decided 2 live my life as a straight black man! 🇺🇸 LOVE 4 ALL ❤️ Memelord	2/25/18 4:29	84215	62824	TRUE	FALSE
DeannaSelf5	187	247	"Missouri, USA"	https://twitter.com/DeannaSelf5	Visit https://t.co/xV8offceli.  Helping Strong People Become Stronger.  Pre-born child advocate. Retweet​s & Follows are not endorsements.	4/23/17 0:58	2545	2015	TRUE	FALSE
grantp1971	13	156	"Manchester, MO"	https://twitter.com/grantp1971	Old School	12/9/13 15:25	243	1	FALSE	FALSE
JimMcNichols1	374	679	"Crystal City, Missouri"	https://twitter.com/JimMcNichols1	"Conservative First, Last and Always. Veteran of Multiple Political Campaigns and Principled Skeptic of Liberal 'Do-Gooderism'. RTs DO NOT Equal Endorsements."	9/23/11 19:59	104966	119408	FALSE	FALSE
DirkEDeaton	515	763	Missouri	https://twitter.com/DirkEDeaton	"State Representative (R-159) Christian, Hard Worker. @LibertyU Alum. Retweet does not = endorsement."	3/11/09 19:54	943	1584	FALSE	FALSE
KeelDrahcir	3747	3624	"St. Louis, Missouri, USA"	https://twitter.com/KeelDrahcir	Crestron Programmer & AV Designer 🇺🇸#MAGA #WWG1WGA 🇺🇸	6/17/08 14:23	12027	2540	FALSE	FALSE
Krbobby72	4691	5156	"St. Charles, MO. "	https://twitter.com/Krbobby72	pro Trump #buildthewall pro 2nd amendment Molon Labe #Trump2020 Ride to Live Live to Ride	3/30/15 1:02	6172	27763	TRUE	FALSE
DanMorrow1125	2507	2812	"Missouri, USA"	https://twitter.com/DanMorrow1125	Trump all the way.	1/11/17 23:12	69366	72646	TRUE	FALSE
Frecklesarecute	876	2028	Jefferson City Mo	https://twitter.com/Frecklesarecute	"Married to the most wonderful man, have 5 children and 5 grandchildren. several neices and nephews, love them all!! MAGA!"	7/30/10 19:03	11775	6861	TRUE	FALSE
glgarner3	205	1125		https://twitter.com/glgarner3		9/25/13 2:10	5429	12366	TRUE	FALSE
MBStidham	138	420	"Dexter, MO"	https://twitter.com/MBStidham	Christian - Conservative - Bootheel - #ThinBlueLine	4/4/18 15:35	187	758	TRUE	FALSE
CarolynLeec	2978	3792	"Missouri, USA"	https://twitter.com/CarolynLeec	George Strait is THE cowboy! MAGA! American Citizen. Pro Military and Law Enforcement. I block rude and crude language	5/13/13 17:06	15170	28406	TRUE	FALSE
StLCountyRepub	2172	2190	"St. Louis County, MO"	https://twitter.com/StLCountyRepub	St. Louis County Republicans. Happenings and More. Retweet if you like. Grassroots. News and information. You decide.	10/18/13 1:47	3444	1778	TRUE	FALSE
TeaPartyJudy	10	199		https://twitter.com/TeaPartyJudy		6/1/15 20:30	8	6	TRUE	FALSE
eliseviebeck	18230	4437	"Washington, DC"	https://twitter.com/eliseviebeck	Politics and investigations reporter with The Washington Post. Bay Area native. Probably ordering pie to go. RTs ≠ endorsements.	6/12/10 15:13	6402	2410	FALSE	FALSE
EthanKohnSwift	21	87	"New Haven, CT"	https://twitter.com/EthanKohnSwift		10/10/10 2:58	1	30	TRUE	FALSE
JasonGCrowell	1619	272	"Cape Girardeau, MO"	https://twitter.com/JasonGCrowell	"Casey's Husband. Attorney. Former Missouri State Senator representing Bollinger, Cape Girardeau, Madison, Mississippi, Perry and Scott Counties"	4/6/09 18:13	2749	598	FALSE	FALSE
KHQAMichelle	347	437	"Quincy, IL"	https://twitter.com/KHQAMichelle	News Reporter @KHQA | Storyteller | PHL ➡️ IL	6/19/17 13:40	1352	647	TRUE	FALSE
JimDaddy18	74	203	St. Louis	https://twitter.com/JimDaddy18	"Child of God, touched by His grace, just like you."	3/8/12 16:43	2559	3695	TRUE	FALSE
Tstephs1	17	167	"Jefferson City, MO"	https://twitter.com/Tstephs1	Proud dog father. MO Native. Golf enthusiast. Adventure seeker.                          #Life is either a daring adventure or nothing.	1/29/18 16:16	36	90	TRUE	FALSE
mstuckey22	216	719	"St Louis, MO"	https://twitter.com/mstuckey22	St. Louis | Local Sports Fan | Tweets are mine	2/24/10 18:10	76	1258	TRUE	FALSE
JDennisonKC	424	1600	"Kansas City, MO"	https://twitter.com/JDennisonKC	KC transplant from America’s Finest City. @SDSU alum. Big @Chiefs guy and retweeter of dad jokes	7/2/13 5:55	296	14949	FALSE	FALSE
BryceRauba	145	343		https://twitter.com/BryceRauba		2/28/14 0:39	103	29908	TRUE	FALSE
nmcgeehon	221	382	"St. Louis, MO"	https://twitter.com/nmcgeehon	A man on a mission.	2/19/09 22:25	1249	41	FALSE	FALSE
tylinkpratt	701	798	"Kansas City, MO"	https://twitter.com/tylinkpratt	Views are my own. RTs ≠ Endorsements. “The one who brings the storm lives in it everyday.”	12/28/14 21:24	8847	10387	FALSE	FALSE
jeffrichards63	120	766		https://twitter.com/jeffrichards63		11/3/13 3:13	382	2759	FALSE	FALSE
joellemcannon	317	598	"Springfield, MO"	https://twitter.com/joellemcannon	Jesus. Mommy. Politics. Runner. Sports. Coffee.	3/10/10 22:51	293	1085	FALSE	FALSE
BrentScher	7878	1709	Washington DC	https://twitter.com/BrentScher	"Writer @Freebeacon. Root for the cool NY teams: Jets Mets Isles, and the Hoos. Email me: scher @ https://t.co/K3nvfKSSCD"	4/23/09 23:36	24290	2456	FALSE	FALSE
carlyle65270	776	3166	"Washington, D.C./Moberly, Mo."	https://twitter.com/carlyle65270	"Writer; Senior legal executive assistant; Jones Day Congressional liaison/coalition coordinator; Spokesman Senate Finance, Treasury Tax Policy, NRCC."	3/29/13 9:10	10835	3546	TRUE	FALSE
rudraveerreddy	129	525	"Berkeley, CA"	https://twitter.com/rudraveerreddy	"Writer, Berkeley Political Review | External Vice President, @BerkeleyCRs | Former opinion columnist at @dailycal | @UCBerkeley Class of 2020"	4/1/12 14:04	3100	5446	FALSE	FALSE
biggs_boss	1188	3437	United States	https://twitter.com/biggs_boss	Christian.  Using my free speech while I still have free speech. Conservative & usually ahead of the curve. Founder of #WarMaga. Rally the troops!	9/4/15 2:27	12069	8250	TRUE	FALSE
legallybae	3701	5001	"New York, NY"	https://twitter.com/legallybae	So blessed. Followed by: @soledadobrien @sffed @corybooker @bernardkerik @harlan @Scaramucci @charliekirk11 @yesnicksearcy @joeybats19	10/11/15 3:52	605185	55072	TRUE	FALSE
TheMorningSpew	18779	11200	Omnipresent	https://twitter.com/TheMorningSpew	"Politics, Satire & Spew - Sympathy RTs greatly appreciated"	9/7/11 1:21	290767	173055	FALSE	FALSE
domg1571	44	127		https://twitter.com/domg1571		9/27/10 0:34	703	563	FALSE	FALSE
Zachary_Cohen	4445	3609	DC via NJ/VA	https://twitter.com/Zachary_Cohen	Senate correspondent for @nationaljournal. Hotline/AU alum. My better half is @rachelkaras. zcohen@nationaljournal.com ❤️=bookmark https://t.co/Tqkn8UUP1Z	1/22/11 21:52	34718	5979	FALSE	FALSE
VeraTMD	2157	2597		https://twitter.com/VeraTMD	"Catholic, Married, #Trump 2A, I Follow Back. I Block Dems & Libs, NO Profanity NO Nudity, NO Anti-Christianity or Anti-Judaism. I DO NOT RESPOND to messages."	7/16/09 1:14	33606	26282	TRUE	FALSE
mmtrendy	593	1731	"Texas, USA"	https://twitter.com/mmtrendy	"Christian, Conservative, Mom, Texan, American, relative of Zachary Taylor, Henry Clay, and Noah, Prophecy Watcher, Believer in Bible, Yaweh, Jesus +Holy Spirit"	3/15/12 3:48	37786	12608	TRUE	FALSE
treadawaylogan1	885	4971	Lone Star State/United States	https://twitter.com/treadawaylogan1	Christian. Texan. Conservative. Lover of History and Politics. Country music fan. ‘Eat Em Up Kats! John 14:6	5/16/16 23:04	23663	68595	TRUE	FALSE
JeffRobBrundage	1	42	"Kansas City, MO"	https://twitter.com/JeffRobBrundage		3/23/18 12:59	0	3	TRUE	TRUE
WendyRedFox	2143	2294	Northern California	https://twitter.com/WendyRedFox	"Christian. Republican. Interests: politics, world events, history, bourbon, fast cars & freedom. #Proverbs3:5"	12/12/14 20:46	43336	28986	FALSE	FALSE
realJaymeWyatt	2331	5002	"Texas, USA"	https://twitter.com/realJaymeWyatt	Just a young man from Texas who loves his country and wants to Make America Great Again :) RTs are not endorsements #RepublicanRebel	8/23/17 3:27	20984	94111	TRUE	FALSE
TheRealJoeMill	130	395		https://twitter.com/TheRealJoeMill	Former fishing guide. MIZZOU Made. Community Health Centers and Politics	5/25/13 15:45	387	490	TRUE	FALSE
KeithBeardslee	231	415		https://twitter.com/KeithBeardslee	News Junkie.  @Royals fan.  Opinions are my own.	1/25/12 20:51	2684	6302	TRUE	FALSE
craigunruh	539	688	St. Louis MO	https://twitter.com/craigunruh	President - AT&T Missouri / husband of one / father of two / friend of many / coworker of thousands / inhabitant with billions / opinions are my own	3/4/09 2:36	534	39	TRUE	FALSE
joealex75	1363	3054		https://twitter.com/joealex75	"Business, politics, sports, & history. A dad, speaker, & believer. Retired Big Ten athlete. USA #1. Seek out the positives every day."	10/2/09 0:37	3617	7009	TRUE	FALSE
solmartpropert1	20179	19405	"Missouri, USA"	https://twitter.com/solmartpropert1	A President Donald J Trump supporter all the way!!!!!!!!!! #MAGA #KAG #Trump2020	4/26/16 21:39	140421	15650	TRUE	FALSE
Heisse4MO	174	342	"Affton, MO"	https://twitter.com/Heisse4MO	Republican Candidate for Missouri's 92nd District. USMC Veteran. Teacher SLPS.	11/18/17 19:08	104	128	TRUE	FALSE
johnnysuermann	211	649	"St Louis, MO"	https://twitter.com/johnnysuermann	"Christian, husband, father, wannabe Hillsdale College alumnus, attorney, Burkean conservative, Fed-Soc member. Tweets are my own."	2/13/09 22:14	836	273	FALSE	FALSE
AustinFromBos	534	2795	"Danville, KY"	https://twitter.com/AustinFromBos	Proud Conservative 🐘🇺🇸	9/11/14 12:51	1551	4625	FALSE	FALSE
RiehmMike	409	1065	"Missouri, USA"	https://twitter.com/RiehmMike	"Jesus said to him, ""I am the way, the truth, and the life. No one comes to the Father except through Me.""            John 14:6"	1/7/17 1:48	2521	13639	FALSE	FALSE
cbrown285	1051	827	"St. Louis, MO"	https://twitter.com/cbrown285	"Single Issue Voter, 2nd Amendment"	3/6/13 4:49	2163	738	TRUE	FALSE
acl854	5	48		https://twitter.com/acl854		5/18/17 0:12	4	6	TRUE	TRUE
jeffbogaczyk	11676	10475		https://twitter.com/jeffbogaczyk	"Personal Development & Leadership, Digital Marketing, Top writer on https://t.co/SnP2KAKFCa. Host - Mind For Life Podcast, PhD."	7/8/08 13:29	21613	2319	FALSE	FALSE
don47	11970	11298		https://twitter.com/don47	Retired Conservative in a very Blue State! Concerned for the future of my Family and Country! All in for President Trump🇺🇸 #MAGA #KAG 🇺🇸Trump/Pence 2020	5/1/09 16:53	140819	48017	TRUE	FALSE
drewdziedzic	713	1260		https://twitter.com/drewdziedzic	Extraordinary challenges demand extraordinary leadership.	8/4/11 22:35	3273	6806	FALSE	FALSE
willscharf	2158	1634	"Washington, D.C."	https://twitter.com/willscharf	Jewish Anti-Communist. Formerly @EricGreitens Policy Director. Reluctant swamp dweller. Wannabe Missourian. Judges 3:31	10/19/09 1:03	471	7315	TRUE	FALSE
reagan_rebels	885	688	United States	https://twitter.com/reagan_rebels	We are a grassroots organization dedicated to helping elect #TrueConservative candidates across this great country #AmericaIsAlreadyGreat	7/15/17 20:52	4282	3861	TRUE	FALSE
pnthomas	968	1295		https://twitter.com/pnthomas	"Enjoys entertaining, family, Mizzou football and travel."	5/15/09 13:58	3804	1990	FALSE	FALSE
SaveSmallTownUS	23	290	"Paris, Missouri"	https://twitter.com/SaveSmallTownUS	"A movement to help small towns across America starting in the heart of the country with Paris, Missouri."	4/28/18 16:17	0	2	FALSE	FALSE
StephanieCampb4	572	1044	Schuyler County Missouri	https://twitter.com/StephanieCampb4	"We are a 8 gen cattle,sheep,horse #Rancher watchng #MObudget on #medicaid #inhome #rural area #Americafirst #Happydaysrhereagain"	7/15/11 15:07	7670	8949	TRUE	FALSE
ScottElliotG	5605	1047	"New York, USA"	https://twitter.com/ScottElliotG	"1L student at @nyulaw. Formerly @TaxFoundation, @Yale. I tweet mostly about public policy and the federal tax system."	6/1/15 20:12	13726	7144	TRUE	FALSE
STL_Blonde	9951	4656	"Saint Louis, Missouri"	https://twitter.com/STL_Blonde	The Blonde Next Door • Wife • Mom • CPA • @NRA Life Member • #LGBTQ Ally • @Arsenal Goonerette • @StLouisBlues Fan • @Mizzou Alumna • #MakeTaxationTheftAgain 🇺🇸	8/11/09 20:35	154777	13944	FALSE	FALSE
abbokey	8485	9237	"California, USA"	https://twitter.com/abbokey	#MAGA #KAG  #Winning   Q observer @PatriotsSoapbox #psbARMY #QArmy	12/2/11 22:58	45508	67534	FALSE	FALSE
MNLibertyGOP	42	397	"Minnesota, USA"	https://twitter.com/MNLibertyGOP	"Not an official part of the GOP. RTs and follows =/= endorsements. Will only endorse Republicans, decline to endorse, or endorse against candidates of any party"	4/24/18 14:58	53	53	TRUE	FALSE
Redman443	110	1749	Fort walton beach fl	https://twitter.com/Redman443	Sometimes We have to look deep inside ourselves to solve our problems. RT does not equal endorsement	6/25/10 1:13	2800	1006	FALSE	FALSE
BoMahr	319	823	"Bloomington, IN"	https://twitter.com/BoMahr	Attorney at @HuschBlackwell     | @WLULaw | @MizzouBusiness | @Neosho_HS | Past: @conservlawcentr	10/19/11 5:33	574	7017	FALSE	FALSE
DraftBush	472	3458		https://twitter.com/DraftBush	#AllInForJeb - #RighttoRise	10/4/15 12:34	5307	33706	FALSE	FALSE
LoewensteinGOP	176	311	"Missouri, USA"	https://twitter.com/LoewensteinGOP	Former Regional Field Director with the Missouri Republican Party (‘18).	1/4/18 5:02	650	1068	FALSE	FALSE
JakobLucas	554	979	"Austin, TX"	https://twitter.com/JakobLucas	press secretary @texasyds | writer @mightiercontent | student @utaustin	9/7/08 2:22	388	11433	FALSE	FALSE
CJHicksMO	165	531	"Pleasant Hill, MO"	https://twitter.com/CJHicksMO	Husband. Father. Christian. Conservative. Former Mayor of Pleasant Hill-MO. Supervisor at Honeywell FM&T. K-State and Chiefs Fan	3/20/14 17:55	1158	1530	FALSE	FALSE
RobertKnodell	1314	692	"Missouri, USA"	https://twitter.com/RobertKnodell	"Deputy Chief of Staff for @GovParsonMO. Follower of Christ, Husband & Father. Opinions here are solely my own. RT not an endorsement."	4/25/09 14:53	54	2191	FALSE	FALSE
Alec_Holbeck	423	2574	"Minnesota, USA"	https://twitter.com/Alec_Holbeck	"Christian, 18, Para. follow my dogs @2020Watson. Minnesota native. Conservative capitalist. Pro life. Trump 2020. politics and cheap humor. #OperationZ"	8/12/17 6:02	6902	11629	TRUE	FALSE
DustinLMayer	159	440	"Dexter, MO"	https://twitter.com/DustinLMayer	Personal injury and criminal defense attorney in Southeast Missouri.  Primarily practice in Stoddard County and surrounding counties.	2/15/12 12:55	966	5025	TRUE	FALSE
Gothama1	156	1587	"Washington, DC"	https://twitter.com/Gothama1		4/19/09 14:44	4121	6909	FALSE	FALSE
CalebABobo	1805	1716	"St Louis, MO"	https://twitter.com/CalebABobo	Christ Follower. #CRA Policy/Research - @StLouisFed. Jeremiah 29:7. Avid Runner. @SLUAandS & @KUPoliticalSci Alum. #RockChalk #STLCards #GoPats (Tweets = mine)	12/14/08 4:29	1883	35311	FALSE	FALSE
mrsjanasmith	192	328	Missouri	https://twitter.com/mrsjanasmith	"Mommy, Wife, STL Cards fanatic, Red, ENFJ, lover of good times and good people."	3/8/09 23:25	2100	4633	FALSE	FALSE
LeoBLutz	683	2365	"Washington, DC"	https://twitter.com/LeoBLutz	Digital for @SenatorCollins | Always respect the hustle | Opinions are my own | RT are not endorsements	2/23/09 19:25	241	5813	FALSE	FALSE
TheDavidBader	449	798	Somewhere in Missouri	https://twitter.com/TheDavidBader	American. Mizzou '19 | Delta Chi | Chaminade '15	6/14/12 3:33	6193	10537	FALSE	FALSE
sdotson1978	142	193		https://twitter.com/sdotson1978		8/12/16 19:53	475	185	TRUE	FALSE
sgf_indivisible	1311	1309	"Springfield, MO, USA"	https://twitter.com/sgf_indivisible	Springfield Missouri group dedicated to advocating against the #Individual1 agenda.	2/4/17 1:08	19260	25106	TRUE	FALSE
matthewagrove	374	710		https://twitter.com/matthewagrove	Follower of Jesus Christ | @UnionUniversity alum | Conservative | @Cardinals @IlliniAthletics fan	9/27/14 1:54	2186	19282	FALSE	FALSE
joshhawleymo	142	64	"Missouri, USA"	https://twitter.com/joshhawleymo	Attorney General of Missouri and US Senate for Missouri Candidate. This is a parody account of Josh Hawley. #MOSen https://t.co/5AwtHdQeZ6	8/30/17 9:24	592	139	FALSE	FALSE
QuadeWoodward	199	371	United States	https://twitter.com/QuadeWoodward		10/10/12 4:01	1676	5437	FALSE	FALSE
Sajjad66195168	12	317		https://twitter.com/Sajjad66195168		4/9/18 14:25	5	520	TRUE	TRUE
MOMedicalAssn	14187	589	"Jefferson City, MO"	https://twitter.com/MOMedicalAssn	"The MSMA is Missouri's largest association of physicians, dedicated to the protection of public health & betterment of the medical profession in Missouri."	1/10/13 14:07	1288	801	TRUE	FALSE
CaseyEvon	831	722	Jeff City MO	https://twitter.com/CaseyEvon	"@Missouri_HRCC Executice Director. @MissouriState Alum. Lover of good music, coffee and sunshine. Terrible gift wrapper. Opinions expressed are my own."	1/31/11 1:19	13393	5881	FALSE	FALSE
KaylaDrury5	6	69		https://twitter.com/KaylaDrury5		3/5/18 15:42	2	25	TRUE	TRUE
AsherTheAllMan	1221	1173	"Washington, DC"	https://twitter.com/AsherTheAllMan	🇺🇸🐘🥃✉️🥩.  Standard disclaimers.	4/18/12 20:52	13386	25839	FALSE	FALSE
ChrisHowardStL	1013	1441	"St. Louis Co /Ballwin, Mo"	https://twitter.com/ChrisHowardStL	"Executive Asst. STL County Council Dist.7,  Conservative Grassroots activist, GOP State Committeeman, Christian Husband and Father"	4/9/11 18:43	1836	515	TRUE	FALSE
DerekGrier	1172	732	"Chesterfield, MO"	https://twitter.com/DerekGrier	"Husband, father, Missouri State Representative, Chair of Economic Development Committee, small business owner, Real Estate Broker."	2/27/09 1:58	817	1959	FALSE	FALSE
_Dmart_	442	680		https://twitter.com/_Dmart_	"@NRCC | Proud alum: @NRSC ‘16 ‘18, Black Rock Group, @r2rusa, @BergenCountySo | @BUQuestrom | @nyjets @yankees | Opinions are mine and they should be yours too"	6/23/09 20:25	834	4202	FALSE	FALSE
SaraForMissouri	1825	2277	"Ashland, MO"	https://twitter.com/SaraForMissouri	Official Twitter account of Sara Walsh for State Representative - Missouri's 50th House District	9/1/16 21:07	2894	3614	FALSE	FALSE
travisfitzwater	16463	861	"Holts Summit, MO"	https://twitter.com/travisfitzwater	Political optimist. Host of @RiskBigPodcast. #moleg State Representative. #Browns fan.	10/16/07 21:24	23899	11347	FALSE	FALSE
JessConn5	316	338	"Washington, DC"	https://twitter.com/JessConn5	"Director of Research and Policy Engagement @FreeFactsOrg; NRSC, Echelon Insights, Tarrance Group alum. 'Ruthless since six years old' - my sister"	9/6/11 1:27	2433	409	TRUE	FALSE
HRProfeZZor	43	23		https://twitter.com/HRProfeZZor		3/3/11 22:10	67	3	FALSE	FALSE
ThomasJBloom	1028	4998	"Saint Louis, MO"	https://twitter.com/ThomasJBloom	"Throughout my life, my two greatest assets have been mental stability and being, like, really smart"	8/3/09 0:18	36968	4148	FALSE	FALSE
conservusa1980s	1088	4367	"Westfield, IN, U.S.A"	https://twitter.com/conservusa1980s	"#Conservative #Hoosier #Boilermaker #HistoryBuff #Christian #TrumpPence2020 #GOP I voted for Bush, McCain, Romney, & Trump. IU(MA)&Purdue(BA) RT≠endorsement"	11/24/16 6:15	19793	29035	FALSE	FALSE
lindsaywise	6953	7646	"Washington, DC"	https://twitter.com/lindsaywise	"Investigative & enterprise reporter for @kcstar & @mcclatchy's Midwest I-Team. Send tips via email, Signal, DM or secure drop via https://t.co/LVUpbhii6k"	5/5/09 5:22	37049	1862	FALSE	FALSE
MJNewton53	403	438	"Missouri, USA"	https://twitter.com/MJNewton53	"I'm a child of God, married to my soul mate, retired from the corporate world; but living and loving life. 🐾 Animal lover. I block porn. 🚫 No lists  #2A"	1/18/17 14:40	1650	3686	TRUE	FALSE
memoriadei	2246	2169	Missouri	https://twitter.com/memoriadei	"Cistercian Oblate, Catholic Church"	12/6/08 21:09	55230	396	FALSE	FALSE
MAFragoso12	11	219		https://twitter.com/MAFragoso12		9/3/17 22:27	7	857	TRUE	FALSE
BrianStair	50	159	"St. Louis, MO"	https://twitter.com/BrianStair	The law is a jealous mistress -- Justice Joseph Story	5/31/10 5:01	272	102	FALSE	FALSE
TracyBStL12win	642	3657		https://twitter.com/TracyBStL12win	#StraightFromTheHeartToday #AllofMyHeart #Hallmarkies #Hearties #HeartiesStrong #Hearties4Hallmark #WhenCallsTheHeart  #wgcthdevochatPrayers #wgcth2love	8/25/16 22:56	9150	9602	TRUE	FALSE
PorteRougeTea	1630	1240	None	https://twitter.com/PorteRougeTea		10/28/09 21:56	153300	175853	FALSE	FALSE
WillMeyer23	272	306		https://twitter.com/WillMeyer23	#KeepPounding	3/31/13 0:45	333	35580	TRUE	FALSE
BDarkow	325	293	"Columbia, MO"	https://twitter.com/BDarkow	Paxton Keeley Elementary Class of 2005	8/15/09 3:50	1107	371	FALSE	FALSE
realjamesthe5th	78	390	"Washington, DC"	https://twitter.com/realjamesthe5th	"🇺🇸With God, all things are possible🇺🇸 (Matt. 19:26) 🌽EHS🌽Junior 2020"	11/26/17 17:08	197	140	TRUE	FALSE
ajspurlin	11	72		https://twitter.com/ajspurlin		6/22/13 21:41	29	1635	TRUE	FALSE
ethanmtodd	249	469	St. Louis	https://twitter.com/ethanmtodd	"Obsessed politico, campaign researcher, and #STL fanatic."	6/28/12 23:21	261	747	FALSE	FALSE
vereskun09	68	2112		https://twitter.com/vereskun09		10/24/11 7:54	1882	1646	FALSE	TRUE
alygat19	610	654	"Missouri, USA"	https://twitter.com/alygat19	Doing the whole political thing • Queen of karaoke and flannel • Tri Sigma and Missouri State Alum 🐻	7/14/09 1:50	10265	23760	FALSE	FALSE
ggitcho	8903	1183		https://twitter.com/ggitcho		5/7/09 18:36	1424	1408	FALSE	FALSE
BenGlasspool	379	919	"Newbury, Berkshire 🇬🇧"	https://twitter.com/BenGlasspool	"Southampton FC and Philadelphia 76ers fan, 20, Swansea Uni"	4/25/12 15:39	10242	8067	FALSE	FALSE
jgeorge0728	217	187	"St Louis, MO"	https://twitter.com/jgeorge0728	Regional Field Director @MissouriGOP | @Mizzou Alum | @StLouisBlues Fanatic	4/6/18 17:36	426	640	FALSE	FALSE
GarrettPoorman	1076	2823	"Kansas City, MO"	https://twitter.com/GarrettPoorman	Communications / PR guy | Northlander | Proud @Mizzou alum | Breakfast food lover | Opinions are my own.	7/14/11 6:36	453	702	FALSE	FALSE
VAAAAAAASSS	615	1644	IL | MO	https://twitter.com/VAAAAAAASSS		2/8/13 22:56	5768	6831	FALSE	FALSE
Jennanjack	7073	5757	NC/FL 	https://twitter.com/Jennanjack	"""Freedom itself was attacked this morning by a faceless coward, and freedom will be defended"" - George W. Bush #RubioRepublican"	3/12/09 16:10	136802	91198	TRUE	FALSE
thedmorris	605	744		https://twitter.com/thedmorris	RBHS ‘19 /// Team @HawleyMO for Senate Alum /// Office of U.S. @RepHartzler	9/8/15 23:39	913	12440	FALSE	FALSE
bonnielinhardt	40	273	"Jefferson City, MO"	https://twitter.com/bonnielinhardt	"Wife, mother, grandmother and proud member of the Munzlinger office (District 18).My tweets are my own opinion."	2/17/16 14:56	5	0	FALSE	FALSE
DanEngemann	515	699	"Hermann, MO"	https://twitter.com/DanEngemann	"Christian.  Husband to Amanda.  Father to Blake, Atalie and Haley.  Tweets are my own."	6/30/14 2:01	1357	13903	FALSE	FALSE
zoe1776	14	1634		https://twitter.com/zoe1776		4/18/15 23:53	10	2499	TRUE	TRUE
Missourinet	7980	324	Jefferson City	https://twitter.com/Missourinet	Missouri news and sports.	9/12/07 16:26	38972	166	FALSE	FALSE
